id,trial,variable,order,time-ms,delta-ms,time-sec,left-valid,left-x,left-y,left-z,left-pitch,left-roll,left-yaw,left-direction-x,left-direction-y,left-direction-z,left-speed-x,left-speed-y,left-speed-z,left-grab,right-valid,right-x,right-y,right-z,right-pitch,right-roll,right-yaw,right-direction-x,right-direction-y,right-direction-z,right-speed-x,right-speed-y,right-speed-z,right-grab,dynbox,dynsphere
0,A,T,0,441.0000000000001,17.19999998807907,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,457.20000004768383,16.200000047683716,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,474.00000000000017,16.799999952316284,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,491.00000000000017,17,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,507.90000003576296,16.900000035762787,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,524.2000000476838,16.30000001192093,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,540.800000011921,16.599999964237213,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,557.5000000000001,16.69999998807907,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,574.2000000476838,16.700000047683716,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,591.0000000000001,16.799999952316284,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,607.5,16.5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N
0,A,T,0,624.3000000119209,16.80000001192093,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y
0,A,T,0,641.100000023842,16.80000001192093,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N
0,A,T,0,657.9000000357629,16.80000001192093,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.153668915,-0.14081778000000006,-0.355466248,0.5765853063409339,-0.4437042333499812,0.05498382193452293,0.046092,0.5445849999999998,-0.8374380000000001,0,0,0,0.129382,Y,N
0,A,T,0,745.0000000000001,87.09999996423721,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.147785263,-0.13239315800000007,-0.351489868,0.7118735668637782,-0.2382110138114697,0.007813599855625296,0.005916,0.6532419999999998,-0.7571260000000001,-685.58197,981.6614380000001,463.3394169999998,0.778534,Y,N
0,A,T,0,758.0000000000001,13,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.15036322000000002,-0.12728549200000006,-0.34568795799999996,0.7622584061773731,-0.22356906809648122,-0.18652628237668425,-0.135243,0.6842119999999999,-0.7166330000000001,155.248825,44.48709099999998,-87.04367800000001,1,Y,Y
0,A,T,0,774.7000000476838,16.700000047683716,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.153831039,-0.12805148300000005,-0.346045746,0.7547599163958381,-0.2329124512563917,-0.17532657414913463,-0.127978,0.6794799999999999,-0.7224460000000001,200.603638,-35.64610699999999,22.367884000000007,1,Y,Y
0,A,T,0,791.5000000000001,16.799999952316284,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.15682193000000003,-0.12928686500000006,-0.345069672,0.747731117006305,-0.2321855204541766,-0.16543609038909035,-0.121515,0.6749379999999999,-0.7278000000000001,140.444199,-127.45229299999997,104.82204400000003,1,Y,Y
0,A,T,0,808.100000023842,16.600000023841858,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.158975998,-0.13085296600000007,-0.34344278,0.739080576808115,-0.22450880537091944,-0.15252551161362796,-0.112886,0.6693029999999999,-0.7343640000000001,98.875908,-82.05467199999998,84.45972400000001,1,Y,Y
0,A,T,0,825.0000000000001,16.899999976158142,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.15988656599999998,-0.13171815500000006,-0.343336212,0.740977483084299,-0.22106120026592663,-0.149777160078586,-0.110657,0.6708639999999999,-0.7332780000000001,25.18758,-34.408752,-8.133686999999993,1,Y,N
0,A,T,0,841.5,16.5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.160641251,-0.13200114400000007,-0.343428223,0.7428447527426908,-0.2216346098973286,-0.14942007619200473,-0.110206,0.6722659999999999,-0.7320610000000001,52.446705,-10.936917000000001,-4.648609999999997,1,Y,Y
0,A,T,0,858.2000000476837,16.700000047683716,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.162347153,-0.13241166700000007,-0.343238342,0.7441899906932521,-0.22787025647820325,-0.14637604511033198,-0.107823,0.6734269999999999,-0.7313480000000001,94.214478,-18.678445999999997,22.492870000000003,1,Y,N
0,A,T,0,874.7000000476837,16.5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.16378753699999998,-0.13310916100000006,-0.3433469539999999,0.7412313273997845,-0.22762546967584651,-0.1379921338700868,-0.101906,0.6716819999999999,-0.7337980000000001,69.775505,-32.432934,0.8895160000000072,1,Y,N
0,A,T,0,891.5,16.799999952316284,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.164537476,-0.13344935600000005,-0.34368878199999997,0.738252437979703,-0.22607225217101054,-0.12978388943146815,-0.09609,0.6698819999999999,-0.7362230000000001,33.471668,-11.311149000000006,-24.047059999999995,1,Y,N
0,A,T,0,908.2000000476836,16.700000047683716,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.164700439,-0.13340042100000005,-0.344059723,0.733657092846468,-0.21989111681127296,-0.12476887480638515,-0.092752,0.6667039999999999,-0.7395290000000001,-2.469848,8.147971999999994,-21.375641000000005,1,N,N
0,A,T,0,924.9999999999999,16.799999952316284,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.164317642,-0.13288723800000005,-0.344946472,0.7319740899323495,-0.2145506814448466,-0.13064852818358277,-0.097277,0.6651699999999999,-0.7403290000000001,-26.294861,35.62034999999999,-60.80458500000001,1,Y,N
0,A,T,0,941.9000000357627,16.900000035762787,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.16390031400000002,-0.13187434400000006,-0.34611410499999995,0.7324270913804304,-0.21819704156873207,-0.1368329450772056,-0.10185,0.6651989999999999,-0.7396870000000001,-24.505955,61.139884999999985,-63.91067500000001,1,Y,N
0,A,T,0,958.3000000119208,16.399999976158142,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.164758041,-0.12966348300000008,-0.34762243699999995,0.7359102251562036,-0.22135059625186831,-0.14007005947717177,-0.103941,0.6676259999999999,-0.7372050000000001,81.491493,122.88032499999998,-69.04067200000003,1,Y,N
0,A,T,0,975.1000000238417,16.80000001192093,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.16499406400000002,-0.12812532000000004,-0.34897430399999996,0.737802476204861,-0.22585534901459886,-0.14438388151849205,-0.106968,0.6688039999999998,-0.7357030000000001,10.530196,78.47727999999998,-89.43618800000002,1,Y,N
0,A,T,0,991.7000000476837,16.600000023841858,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.1649478,-0.12737359600000006,-0.34977835099999993,0.7370815693950669,-0.22354009757213558,-0.14493517336524195,-0.107447,0.6682389999999999,-0.7361470000000001,-5.316103,86.36644699999998,-92.37619800000002,1,Y,N
0,A,T,0,1008.3000000119209,16.599999964237213,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.164921616,-0.12581085200000006,-0.35099652099999995,0.7379879210125597,-0.21783480247481093,-0.14928376339094068,-0.110589,0.6686739999999999,-0.7352860000000001,10.503965,93.09786199999999,-65.08494600000002,1,Y,N
0,A,T,0,1025.1000000238416,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.165266724,-0.12403543100000006,-0.35153952,0.7344151533272216,-0.20727626404277982,-0.15237572063762403,-0.113247,0.6658419999999999,-0.7374480000000001,30.856636,101.42883299999998,-44.59161400000002,1,Y,N
0,A,T,0,1041.9000000357626,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.16554206800000001,-0.12241500100000006,-0.352068237,0.7309687758760199,-0.18607000426379194,-0.16106784880579295,-0.120092,0.6627599999999999,-0.7391400000000001,10.690601,96.480438,-24.39448200000002,1,N,N
0,A,T,0,1058.6000000238416,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.165593826,-0.12096885700000005,-0.352012939,0.7286075424801256,-0.18320562043486988,-0.16345259838263984,-0.122129,0.6608469999999999,-0.7405170000000001,10.063737,79.996239,2.259511999999982,1,Y,N
0,A,T,0,1075.2000000476833,16.600000023841858,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.165685318,-0.11975060300000005,-0.351845734,0.7285925015934098,-0.1813300043166847,-0.16493578964780728,-0.123242,0.6607439999999999,-0.7404240000000001,10.608081,63.596577,-3.575871000000014,1,N,N
0,A,T,0,1092.3000000119205,17.099999964237213,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.165607544,-0.11871848300000007,-0.35208300800000003,0.7330975645002836,-0.17608506077879216,-0.16890203362686843,-0.125714,0.6638659999999998,-0.7372100000000001,-6.744948,58.468994,-10.929256000000013,1,N,N
0,A,T,0,1108.4999999999995,16.19999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.165510956,-0.11802938800000005,-0.352073608,0.7350438493015247,-0.17471582641548405,-0.17227725924462234,-0.128013,0.6651019999999999,-0.7356980000000001,-1.813609,33.183304,1.8871399999999927,1,N,N
0,A,T,0,1125.2000000476835,16.700000047683716,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.16557872,-0.11780475600000005,-0.352011993,0.7344404376933318,-0.17721951818919499,-0.17063263857894978,-0.126855,0.6647579999999998,-0.7362100000000001,3.55823,4.663602,1.4496739999999988,1,N,N
0,A,T,0,1141.9000000357623,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.165748718,-0.11779761500000005,-0.3520177,0.7337170355644776,-0.17993299947431202,-0.16813158361970448,-0.12507,0.6643769999999999,-0.7368590000000002,10.926579,-1.141586,0.05684200000000025,1,N,N
0,A,T,0,1158.6000000238414,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.166113983,-0.11797284700000006,-0.352028076,0.7351961438386684,-0.18391754542254804,-0.16704651722178518,-0.124097,0.6655479999999999,-0.7359660000000001,25.238266,-12.28065,0.3481510000000027,1,N,N
0,A,T,0,1175.4000000357623,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.16661586,-0.11824967200000006,-0.35183874500000006,0.7360455151723416,-0.18998913392737377,-0.16586868445059677,-0.123126,0.6662539999999999,-0.7354900000000001,28.100706,-18.987910999999997,13.464282000000004,1,N,N
0,A,T,0,1192.200000047683,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.166893265,-0.11860125000000005,-0.35144494600000004,0.7338711118817394,-0.19906998312009166,-0.16252066350313663,-0.120867,0.6648389999999998,-0.7371430000000001,12.729417,-23.955522999999992,27.143215000000005,1,N,N
0,A,T,0,1208.8000000119202,16.599999964237213,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.166922318,-0.11881292000000006,-0.35126635700000003,0.7331183195012406,-0.20276007671230187,-0.16097733874935438,-0.119796,0.6643709999999999,-0.7377400000000001,3.42343,-24.934764999999995,21.035622000000007,0.979378,N,N
0,A,T,0,1225.4999999999993,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.167082932,-0.11935446900000005,-0.35083825700000004,0.7328740030202209,-0.20892940500197266,-0.15709075592020028,-0.116921,0.6644199999999999,-0.7381570000000001,16.959429,-36.18617199999999,23.772844000000006,0.9425,N,N
0,A,T,0,1242.2000000476833,16.700000047683716,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.16761399800000001,-0.12001065800000006,-0.35061691300000003,0.7351192825821399,-0.21753151596660172,-0.15327689273687894,-0.113847,0.6663149999999999,-0.7369280000000001,35.678719,-35.441719,4.990345000000008,0.963496,N,N
0,A,T,0,1259.1000000238412,16.899999976158142,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.168109756,-0.12064884200000006,-0.350664246,0.7325921423179823,-0.22203332608952597,-0.1453778911343867,-0.108209,0.6648719999999999,-0.7390780000000001,22.962427,-30.414993000000003,-8.722466999999993,1,N,N
0,A,T,0,1275.900000035762,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.1685047,-0.12143553200000005,-0.350806519,0.7273576902358984,-0.223718025105983,-0.13492926415329665,-0.100882,0.6615059999999999,-0.7431230000000001,19.690596,-42.663654,-9.94662699999999,1,N,N
0,A,T,0,1292.3000000119202,16.399999976158142,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.16902037000000003,-0.12206069200000007,-0.35123425300000005,0.7258255788688588,-0.22505109235550835,-0.12350001547176688,-0.092447,0.6609109999999999,-0.7447490000000001,28.658392,-31.41209200000001,-32.39754899999999,1,N,N
0,A,T,0,1308.900000035762,16.600000023841858,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.169528305,-0.12241144600000006,-0.35185321,0.7260341829747206,-0.2284249942923372,-0.11290468968296638,-0.084489,0.6615349999999999,-0.7451390000000001,33.961807,-17.74509000000001,-37.157630999999995,0.979821,N,N
0,A,T,0,1325.999999999999,17.099999964237213,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.170170212,-0.12274710800000005,-0.352338776,0.7267665198782483,-0.23601967515590183,-0.10153776598767583,-0.075924,0.6625389999999999,-0.7451700000000001,39.497875,-19.134951000000008,-31.984628999999998,0.956388,N,N
0,A,T,0,1342.4000000357619,16.400000035762787,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.17076683,-0.12299552900000006,-0.352656921,0.7279889426797116,-0.23772050022685212,-0.09067974066282311,-0.067724,0.6638419999999999,-0.7448000000000001,37.931953,-12.912537000000004,-19.449618999999995,0.945577,N,N
0,A,T,0,1359.100000023841,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.171458923,-0.12302324700000006,-0.352616058,0.730537109285399,-0.23544212799641562,-0.08269758804834922,-0.061618,0.6660019999999999,-0.7434010000000001,45.292988,0.5667610000000023,10.636144,0.970942,N,N
0,A,T,0,1375.80000001192,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.172342087,-0.12283860800000006,-0.35211880500000003,0.7327903129494385,-0.23613648195217823,-0.07359658488650865,-0.054722,0.6679439999999999,-0.7421970000000001,53.396809,11.446239000000007,33.669193,1,N,N
0,A,T,0,1392.4999999999989,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.173289581,-0.12266261300000005,-0.351250885,0.7376178831345174,-0.2424676475811526,-0.06356364186396551,-0.047053,0.6717819999999999,-0.7392530000000002,49.769939,6.282659000000012,55.903797,1,N,N
0,A,T,0,1408.9999999999989,16.5,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.17413278199999999,-0.12248317700000005,-0.34994815100000004,0.7433102316003699,-0.24441587482989802,-0.05382519011745381,-0.039635,0.6761969999999999,-0.7356540000000001,53.652897,12.637180000000017,71.320717,1,N,N
0,A,T,0,1425.7000000476828,16.700000047683716,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.17492654400000002,-0.12214860500000006,-0.348734009,0.7528843108598368,-0.24729159082356056,-0.04465775652008957,-0.032592,0.6833829999999999,-0.7293320000000001,47.600807,19.568960000000015,71.596649,1,N,N
0,A,T,0,1442.499999999999,16.799999952316284,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.175262085,-0.12199900800000006,-0.34808505200000006,0.7572562662363228,-0.24760435759331684,-0.03949081797383352,-0.028702,0.6866469999999999,-0.7264240000000001,38.502827,17.165699000000018,74.463272,1,N,N
0,A,T,0,1459.1000000238407,16.600000023841858,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.17565090900000002,-0.12182608800000005,-0.347046478,0.7662435808367981,-0.24541298310613913,-0.03157901123307364,-0.022755,0.6932539999999999,-0.7203340000000001,14.201603,6.148391000000012,50.870911,1,N,N
0,A,T,0,1475.9000000357616,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.175702698,-0.12156819900000007,-0.34646102900000003,0.7739288022296191,-0.24722229575846408,-0.025806522789973536,-0.018457,0.6988309999999999,-0.7150480000000001,5.10281,15.666265000000006,35.479511,1,N,N
0,A,T,0,1492.8000000119198,16.899999976158142,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.176241776,-0.12110061600000006,-0.345910217,0.7790986822089759,-0.25803430568800345,-0.018272368903700487,-0.013002,0.7025789999999998,-0.7114870000000001,45.477169,27.32714500000001,24.785544999999992,1,N,N
0,A,T,0,1509.3000000119196,16.5,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.177027054,-0.12044534300000005,-0.345293518,0.7822055181319139,-0.26270293990770266,-0.008110075390446959,-0.005753,0.7048339999999998,-0.7093490000000001,46.155354,32.862362000000005,23.967191999999994,1,N,N
0,A,T,0,1526.1000000238405,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.177554794,-0.11984629100000005,-0.344912292,0.7815889422058899,-0.2724622082878662,0.005373368591565903,0.003814,0.7044029999999999,-0.7097900000000001,29.076504,34.88734800000001,22.936603999999992,1,N,N
0,A,T,0,1542.8000000119196,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.178274719,-0.11898062100000006,-0.344453827,0.7844632802120171,-0.28004059063238873,0.01935039024228972,0.013696,0.7063789999999999,-0.7077010000000001,45.273571,54.96526000000001,33.63330099999999,1,N,N
0,A,T,0,1559.4000000357612,16.600000023841858,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.179287277,-0.11805461900000006,-0.34419699100000006,0.7897735032741573,-0.2927344196490507,0.03275948562638634,0.023065,0.7100049999999999,-0.7038190000000001,62.517151,48.945251,10.549044999999989,1,N,N
0,A,T,0,1576.2000000476821,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.180178268,-0.11736412800000005,-0.34411434900000004,0.7993495750587225,-0.307142389155964,0.04242732726892295,0.029584,0.7165889999999999,-0.6968680000000002,58.269341,33.812244,-0.8217870000000076,1,N,N
0,A,T,0,1592.8000000119193,16.599999964237213,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.181180435,-0.11658697500000005,-0.343804657,0.8108037023260168,-0.3077009410232267,0.05300235877110145,0.036524,0.7243569999999999,-0.6884560000000001,62.068645,48.26305800000001,27.50610499999999,1,N,N
0,A,T,0,1609.4999999999984,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.182365646,-0.11584314000000007,-0.34325625600000004,0.8185476890021879,-0.31446399177556117,0.06817443127679151,0.046604,0.7293609999999999,-0.6825400000000001,77.786194,48.98845300000001,27.359006999999988,1,N,N
0,A,T,0,1626.2000000476821,16.700000047683716,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.183416382,-0.11537999000000007,-0.343057648,0.821528361139643,-0.3194688011563896,0.08089304414304249,0.055133,0.7310739999999999,-0.6800670000000001,56.278522,30.910086000000003,9.387245999999992,1,N,N
0,A,T,0,1642.9000000357612,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.184405396,-0.11482756000000006,-0.342799835,0.8222278949412076,-0.32488450670767094,0.09288052318292558,0.063269,0.7311959999999998,-0.6792270000000001,59.901016,31.449585000000003,16.89129399999999,1,N,N
0,A,T,0,1659.7000000476821,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.184885391,-0.11453444700000005,-0.34266171300000003,0.8196409183342477,-0.3263275251493215,0.1017429926236597,0.06951,0.7291329999999999,-0.6808330000000001,55.171997,33.691181,15.877572999999993,1,N,N
0,A,T,0,1676.200000047682,16.5,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.185955078,-0.11413694800000006,-0.34242974900000006,0.8168508348716321,-0.331504031074046,0.11626931841087045,0.079695,0.7266749999999998,-0.6823430000000001,54.617531,25.435186000000005,16.411778999999992,1,N,N
0,A,T,0,1692.9999999999982,16.799999952316284,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.18683021500000002,-0.11361508200000006,-0.342042999,0.8165110559213307,-0.33448999950753566,0.1288605733472006,0.088384,0.7259089999999999,-0.6820880000000001,46.23494,36.32742300000001,29.601626999999993,1,N,N
0,A,T,0,1709.800000011919,16.80000001192093,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.188063492,-0.11306508600000005,-0.341667267,0.8150875091125801,-0.33357507256108193,0.14185603106693243,0.097477,0.7243199999999999,-0.6825390000000001,67.75943,33.15829500000001,34.46631599999999,1,N,N
0,A,T,0,1726.4999999999982,16.69999998807907,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.18898457300000002,-0.11213478100000006,-0.340749512,0.8179818171205834,-0.33085530318672857,0.14971930685851845,0.10259,0.7259169999999999,-0.6800880000000001,51.029049,57.249760000000016,50.200091999999984,1,N,N
0,A,T,0,1743.200000047682,16.700000047683716,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.189657623,-0.11085323300000006,-0.339975952,0.8256391521725441,-0.32847634242393303,0.15724008467388514,0.106894,0.7307699999999999,-0.6742020000000001,40.561192,72.72372400000002,38.134711999999986,1,N,N
0,A,T,0,1759.800000011919,16.599999964237213,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.190456772,-0.10972633400000005,-0.33932824699999997,0.8306602444948807,-0.3407569678468628,0.16535047862075894,0.111832,0.7337449999999999,-0.6701580000000001,37.694649,69.57881200000001,49.87838699999998,1,N,N
0,A,T,0,1776.400000035761,16.600000023841858,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.19127832,-0.10863812300000004,-0.33844149800000006,0.8374943993464627,-0.36204150197047086,0.17149398233114777,0.115153,0.7380259999999998,-0.6648740000000001,50.798927,66.65612000000002,52.215209999999985,1,N,N
0,A,T,0,1793.300000011919,16.899999976158142,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0.19206958000000002,-0.10737563300000005,-0.33742330900000006,0.8475893084763994,-0.39637603526039833,0.17634621084219537,0.117118,0.7445279999999999,-0.6572380000000001,47.586082,64.43572200000001,50.49618899999999,1,N,N
