​ A-Frame:error This HTML file is currently being served via the file:// protocol. Assets, textures, and models WILL NOT WORK due to cross-origin policy! Please use a local or hosted server: https://aframe.io/docs/0.5.0/introduction/getting-started.html#using-a-local-server. 
​ A-Frame Version: 1.1.0 (Date 2020-12-03, Commit #8aefd214)
​ THREE Version (https://github.com/supermedium/three.js): ^0.123.1
​ WebVR Polyfill Version: ^0.10.12
​ ~id,trial,time-ms,delta-ms,time-sec,left-valid,left-x,left-y,left-z,left-pitch,left-roll,left-yaw,left-direction-x,left-direction-y,left-direction-z,left-speed-x,left-speed-y,left-speed-z,left-grab,right-valid,right-x,right-y,right-z,right-pitch,right-roll,right-yaw,right-direction-x,right-direction-y,right-direction-z,right-speed-x,right-speed-y,right-speed-z,right-grab
​ ~0,0,3485.699999988074,16.69999998807907,3,Y,-0.07352226299999999,0.037111880999999965,-0.249902267,1.4853649112919294,1.961920621782449,-1.4111906120078497,-0.46834,0.880326,-0.0753910000000002,42.245037,-39.519005000000014,-73.44943199999999,0.720075,Y,0.07819309199999999,0.021415585999999962,-0.24468659999999998,1.6044221748388785,-2.167830759514502,1.6258821262577454,0.520569,0.853337,0.02870499999999981,37.285507,35.498206999999994,-22.540152000000006,0.87304
​ ~0,0,3502.300000011916,16.600000023841858,3,Y,-0.072704407,0.03663617699999997,-0.251563599,1.4504322071948763,1.9164056366047533,-1.3420620290354386,-0.458385,0.882324,-0.1067160000000002,47.599789,-18.640751000000023,-93.020042,0.637479,Y,0.079024101,0.021287194999999964,-0.245654663,1.6031271259745814,-2.1540480346154762,1.6239151507197704,0.519496,0.854027,0.02762099999999981,45.185425,-22.514851000000014,-69.537376,0.836843
​ ~0,0,3518.999999999995,16.69999998807907,3,Y,-0.07210127300000001,0.03685232199999996,-0.253577438,1.4123343413784706,1.8676081526460044,-1.2672912763921087,-0.44997,0.881855,-0.14092200000000019,25.316977,19.311307999999975,-115.274879,0.50796,Y,0.078901909,0.01994868699999996,-0.24698118600000002,1.5699678840922613,-2.125278500502673,1.569460780991853,0.527125,0.849787,-0.0007040000000001886,-25.293291,-92.07640800000001,-71.49360699999998,0.741325
​ ~0,0,3535.800000011916,16.80000001192093,3,Y,-0.071538231,0.03721430999999996,-0.25548909000000003,1.3756963388923122,1.8181322814393215,-1.193061126833656,-0.438989,0.881447,-0.1741860000000002,30.32056,25.46561599999998,-103.527374,0.266908,Y,0.078588921,0.017956864999999964,-0.24878053299999997,1.5125987876013958,-2.087349166414797,1.4779638126429153,0.529849,0.846656,-0.049329000000000185,-20.586065,-102.19156600000002,-103.68803399999997,0.562384
​ ~0,0,3552.400000035758,16.600000023841858,3,Y,-0.071060081,0.038429713999999955,-0.25699903900000004,1.3563915893093597,1.7720952987958054,-1.1410967644470462,-0.421117,0.886239,-0.1929800000000002,18.278898,88.95770999999999,-80.78679700000002,0,Y,0.07761866,0.017240041999999962,-0.25005035400000003,1.4732381844569398,-2.0454820827255715,1.4087930634682067,0.511951,0.85493,-0.08367100000000019,-62.473217,-15.849092000000013,-57.755196,0.180082
​ ~0,0,3569.100000023837,16.69999998807907,3,Y,-0.070950653,0.03945880899999996,-0.257612717,1.3537182476250957,1.7544490541559652,-1.1249542692468666,-0.410849,0.890306,-0.1963600000000002,12.045987,113.28652999999998,-67.55681600000003,0,Y,0.07714491300000001,0.01750913999999996,-0.250477386,1.4586079681417834,-2.0242315215714455,1.3788574803686846,0.499184,0.861049,-0.09700700000000019,-52.151966,29.62345899999999,-47.00803400000001,0
​ ~0,0,3585.900000035758,16.80000001192093,3,Y,-0.070863838,0.04202345999999996,-0.258458054,1.356363846899564,1.7301951721824236,-1.105898997354603,-0.390563,0.899492,-0.1958920000000002,4.86889,149.896606,-38.45107700000003,0,Y,0.07633371,0.018543908999999963,-0.25067218,1.4354852663326814,-1.9901281984485373,1.3274064197277298,0.477366,0.870673,-0.1185360000000002,-41.56094,60.203819,-2.9205560000000133,0
​ ~0,0,3602.600000023837,16.69999998807907,3,Y,-0.070697571,0.04494412599999996,-0.258703888,1.3616517404790631,1.7091576336008953,-1.0928357993848767,-0.372031,0.907993,-0.1927200000000002,10.326964,159.468597,-3.5099000000000355,0,Y,0.075740135,0.019594510999999964,-0.250753296,1.427572810650713,-1.9669209238323713,1.3019859854094915,0.460048,0.878803,-0.1267330000000002,-31.191792,57.269703,-7.3950160000000125,0
​ ~0,0,3619.100000023837,16.5,3,Y,-0.070585007,0.04715546799999996,-0.25856291200000003,1.369537899404958,1.705264635766395,-1.0926653404591649,-0.359889,0.914163,-0.1865080000000002,8.234624,104.769585,11.636130999999978,0,Y,0.075243073,0.02041523599999996,-0.25093951400000003,1.423803559433878,-1.9468313432317708,1.2841957150728804,0.445041,0.885853,-0.1311600000000002,-27.5917,42.051247,-9.557922000000008,0
​ ~0,0,3635.9999999999955,16.899999976158142,3,Y,-0.07063804600000001,0.04822895799999996,-0.258547592,1.3690081277976303,1.705069270527983,-1.0867519353992436,-0.356199,0.915451,-0.1872760000000002,-9.030503,48.605602,-6.701231000000011,0,Y,0.074771278,0.020944976999999965,-0.251040894,1.4205472107930839,-1.9286654489725201,1.2682403056175184,0.432397,0.891525,-0.1349680000000002,-22.989876,27.779828999999996,-8.504844000000006,0
​ ~0,0,3652.600000023837,16.600000023841858,3,Y,-0.070900215,0.04837017399999996,-0.258726181,1.3649056891324998,1.7048459620899499,-1.0787696917344425,-0.356377,0.914608,-0.19101600000000019,-17.611698,-4.374327000000003,-10.968635999999998,0,Y,0.074479263,0.021558547999999962,-0.251186676,1.4147398519836185,-1.9128071216262947,1.2496136307029893,0.423249,0.895003,-0.1408160000000002,-13.184209,36.756718,-8.458058000000008,0
​ ~0,0,3669.4999999999955,16.899999976158142,3,Y,-0.071351738,0.04790056199999996,-0.259019867,1.3621362549529887,1.7138287218294963,-1.0785214562388095,-0.360304,0.912601,-0.19323600000000019,-27.662481,-26.372992000000004,-16.692906999999995,0,Y,0.07432058000000001,0.022337218999999964,-0.25144804400000004,1.4082356210815627,-1.9013694075957688,1.2327924641337054,0.418245,0.896359,-0.1470100000000002,-7.76141,44.289866999999994,-17.72028200000001,0
​ ~0,0,3685.9999999999955,16.5,3,Y,-0.071596619,0.047671847999999954,-0.259144547,1.3611914614302043,1.721441170925675,-1.0807013078150707,-0.363352,0.911261,-0.1938520000000002,-27.070112,-25.283506000000003,-13.783162999999995,0,Y,0.074280258,0.02280139399999996,-0.251691284,1.4049169141782953,-1.8967880373358903,1.2248697727461353,0.416504,0.896655,-0.1501160000000002,-4.457532,51.312709999999996,-26.88886100000001,0
​ ~0,0,3702.8000000119164,16.80000001192093,3,Y,-0.07204592100000001,0.04739816299999996,-0.25934896900000004,1.3587823023277512,1.732911647470148,-1.0834198273511273,-0.369001,0.908618,-0.1955790000000002,-22.608244,-11.939661000000001,-6.487788999999998,0,Y,0.07434927399999999,0.023993659999999962,-0.252575775,1.3991497615110233,-1.8899806573172873,1.2109800594773334,0.413418,0.897161,-0.1555250000000002,5.987842,70.06573499999999,-57.02579100000001,0
​ ~0,0,3719.4000000357582,16.600000023841858,3,Y,-0.07230506099999999,0.047241893999999965,-0.259136261,1.357255016571807,1.7401153863595105,-1.0854973781564459,-0.372871,0.906808,-0.1966390000000002,-10.776163,-8.693577999999997,18.431366000000004,0,Y,0.07449025000000001,0.025300908999999962,-0.253668732,1.3927063673241011,-1.8826324229991245,1.1957978888278495,0.410401,0.897482,-0.1615440000000002,6.573442,70.61505899999999,-59.05298600000001,0
​ ~0,0,3735.9999999999955,16.599999964237213,3,Y,-0.072461197,0.047146178999999955,-0.258479248,1.3596196456820167,1.750420993010329,-1.0934368920121136,-0.375568,0.906206,-0.1942660000000002,-8.188928,-4.869370999999991,39.674877,0,Y,0.074486671,0.026324471999999963,-0.25450238,1.3839138374464277,-1.873917115136374,1.1775925018313722,0.40878,0.896742,-0.1695640000000002,-2.967794,51.35978699999999,-42.10337100000002,0
​ ~0,0,3752.8000000119164,16.80000001192093,3,Y,-0.072665535,0.04713661199999996,-0.25781073,1.3642608477016493,1.762141363695049,-1.1052252304335164,-0.377907,0.906167,-0.1898630000000002,-11.556511,-0.5137569999999924,34.413155,0,Y,0.074372276,0.02698374599999996,-0.25504893500000003,1.375852289719031,-1.8644041945399894,1.1607330410015309,0.407031,0.896113,-0.1769390000000002,-7.350735,32.62081899999999,-26.648575000000008,0
​ ~0,0,3769.4000000357582,16.600000023841858,3,Y,-0.072785164,0.04709007999999996,-0.257337845,1.3667774353721018,1.7666308589665098,-1.1101290726970294,-0.377966,0.906618,-0.1875770000000002,-6.599025,-2.566892999999994,26.085869,0,Y,0.074393288,0.027624444999999963,-0.255485214,1.3716960788860673,-1.8588851418378327,1.1521072094367633,0.406154,0.895752,-0.1807390000000002,1.158985,35.34302499999999,-24.066677000000006,0
​ ~0,0,3786.1000000238373,16.69999998807907,3,Y,-0.07281414,0.04710488899999996,-0.257099472,1.368832671914788,1.7693171299069974,-1.1135611824740843,-0.377531,0.907176,-0.1857490000000002,-3.204547,1.6378850000000058,26.361341,0,Y,0.07445916699999999,0.02786721199999996,-0.25568786600000004,1.3681037707637305,-1.855014496151378,1.145265194142436,0.405928,0.895196,-0.1839760000000002,7.286018,26.848891999999996,-22.411509000000006,0
​ ~0,0,3802.9000000357582,16.80000001192093,3,Y,-0.07277359,0.047127860999999965,-0.256681747,1.3730732714217067,1.7715170698649139,-1.1188116071454202,-0.375067,0.908937,-0.1820970000000002,3.034214,1.3074000000000048,22.417727,0,Y,0.074812141,0.028570577999999965,-0.25634043900000003,1.3588539406804019,-1.8513784510502633,1.1312085315922424,0.408321,0.892413,-0.1920240000000002,22.482843,39.097953999999994,-40.417198000000006,0
​ ~0,0,3819.6999999880745,16.799999952316284,3,Y,-0.07268015300000001,0.04721332199999996,-0.256299377,1.3778600527885134,1.772368283638378,-1.1242851290883242,-0.371788,0.911093,-0.17799700000000018,4.569812,6.207463000000004,19.210054,0,Y,0.075317673,0.029251443999999963,-0.257236099,1.3453390806151502,-1.852055890869926,1.1144036299936313,0.414397,0.887064,-0.2034540000000002,29.547237,38.01024599999999,-50.438683000000005,0
​ ~0,0,3836.3000000119164,16.600000023841858,3,Y,-0.072663925,0.047359103999999964,-0.256067795,1.3821892074314053,1.7747905291568047,-1.1302372036113908,-0.36953,0.91274,-0.1742200000000002,-0.412929,8.080812000000002,10.910885999999998,0,Y,0.07583996600000001,0.029990159999999964,-0.258028336,1.3323133742559814,-1.8552036349438663,1.0983226566159012,0.419563,0.882035,-0.2144310000000002,28.799603,42.244899999999994,-41.22814900000001,0
​ ~0,0,3852.9000000357582,16.600000023841858,3,Y,-0.072734978,0.04759640499999996,-0.255953766,1.3860858760083805,1.7778051260369758,-1.1364555527405276,-0.368119,0.913963,-0.1707650000000002,-5.025875,15.328818,3.9521639999999962,0,Y,0.076196411,0.030762837999999963,-0.258439285,1.3245263737771555,-1.855323097511334,1.087778416722952,0.421527,0.879456,-0.22107100000000018,13.966374,41.653084,-14.435720000000009,0
​ ~0,0,3869.6000000238373,16.69999998807907,3,Y,-0.072835327,0.04805516799999996,-0.255929855,1.3911563095256014,1.7788191707254262,-1.1433442104941272,-0.365144,0.91597,-0.1663380000000002,-5.004359,29.97526,1.4457959999999934,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,3886.300000011916,16.69999998807907,3,Y,-0.072919006,0.04860605599999996,-0.256022964,1.3943765287291316,1.7746833227225511,-1.1440882908977865,-0.360129,0.918422,-0.16373000000000018,-4.417948,30.149906,-6.401651000000007,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,3902.999999999995,16.69999998807907,3,Y,-0.072910973,0.04879340699999996,-0.25604631,1.3952923017991143,1.7702655026314718,-1.1423219431647451,-0.357057,0.919734,-0.16309500000000018,0.87179,20.329185,-2.5336030000000043,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,3919.8000000119164,16.80000001192093,3,Y,-0.072533257,0.048669635999999954,-0.25570474200000004,1.3987279086648543,1.7550870330663104,-1.1371711831803026,-0.346839,0.924074,-0.1605920000000002,28.376238,-18.99303099999999,28.814926000000003,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,3936.4999999999955,16.69999998807907,3,Y,-0.071824516,0.04803886799999996,-0.255031448,1.4122211345575655,1.7434447842470664,-1.1476773031443144,-0.33091,0.931822,-0.1490150000000002,35.433575,-33.286708999999995,44.91796900000001,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,3953.199999988074,16.69999998807907,3,Y,-0.071226349,0.04716925799999996,-0.254116501,1.4269831562800432,1.7360254531893788,-1.1615109645044068,-0.313713,0.939716,-0.13608300000000023,32.426224,-55.849299999999985,52.930351000000016,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,3969.9000000357582,16.700000047683716,3,Y,-0.070916138,0.045952884999999964,-0.25340000900000004,1.4392241387043934,1.7434589904733646,-1.1825398246025753,-0.305424,0.943986,-0.1249240000000002,12.759995,-72.352264,30.601416000000018,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,3986.600000023837,16.69999998807907,3,Y,-0.071059929,0.04455425599999996,-0.253208282,1.4469875107635621,1.7617506278478579,-1.2083434088588343,-0.309655,0.943571,-0.11742300000000021,-13.532859,-77.44046,4.694870000000017,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4003.199999988074,16.599999964237213,4,Y,-0.071275932,0.04326196299999996,-0.253361816,1.4430460829273162,1.773584427698559,-1.2097201462133689,-0.319671,0.939807,-0.12071800000000021,-10.90083,-89.586029,-10.407335999999981,0.118804,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4019.999999999995,16.80000001192093,4,Y,-0.071148483,0.04219691099999996,-0.253318558,1.430788371892021,1.7730018611810339,-1.1875980194646267,-0.327126,0.935734,-0.13187300000000018,14.019339,-117.154831,4.758267000000026,0.316412,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4036.9999999999955,17,4,Y,-0.070436523,0.04023778499999996,-0.252828751,1.4069796248070425,1.7710537167162632,-1.1505798527176707,-0.342858,0.926811,-0.1532000000000002,50.879841,-104.56928999999998,42.33663200000002,0.588752,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4053.400000035758,16.400000035762787,4,Y,-0.070017685,0.03964162799999996,-0.252112442,1.4093618604794533,1.7937589134359808,-1.1755640712205202,-0.359522,0.921004,-0.1499870000000002,9.547648,-10.303367999999992,39.63625,0.821179,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4070.100000023837,16.69999998807907,4,Y,-0.070260139,0.039935420999999964,-0.251484558,1.423454018984212,1.826196363383272,-1.225610933098966,-0.377989,0.915779,-0.1359180000000002,-16.449396,15.376602000000007,34.701885,0.984309,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4086.800000011916,16.69999998807907,4,Y,-0.070593742,0.039999709999999966,-0.25098912,1.4284500639601385,1.8509720354009536,-1.2540943625005556,-0.39725,0.908429,-0.1301920000000002,-18.789026,-4.308213999999995,23.69334,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4103.400000035757,16.600000023841858,4,Y,-0.07073750300000001,0.03963866799999997,-0.250698227,1.420815813732812,1.8629266798496782,-1.2543557260753384,-0.41514,0.899545,-0.1359350000000002,-5.321756,-23.596541999999996,16.279123000000002,0.893994,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4120.100000023836,16.69999998807907,4,Y,-0.070764023,0.03945157599999997,-0.25061567700000004,1.417550365240447,1.867276752187198,-1.2547258296189225,-0.422956,0.895531,-0.1383210000000002,-2.912634,-20.548099999999998,9.065998000000006,0.827701,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4136.8000000119155,16.69999998807907,4,Y,-0.07082401299999999,0.039215327999999966,-0.25050621,1.416843481389295,1.8763091688167557,-1.2647106029310882,-0.436562,0.889034,-0.1379610000000002,-6.327461,-8.741394,3.566307000000002,0.778994,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4153.4999999999945,16.69999998807907,4,Y,-0.07121071600000001,0.03925677099999997,-0.250583633,1.4204489546948933,1.888554538140008,-1.2819037401593425,-0.450043,0.882933,-0.1337560000000002,-24.945259,5.418168999999998,-6.890715000000001,0.791453,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4170.400000035758,16.900000035762787,4,Y,-0.07168994100000001,0.03924179499999997,-0.250532913,1.42002931243178,1.9005598762995757,-1.2919639859288687,-0.464577,0.875488,-0.1330040000000002,-26.180168,-6.1771139999999995,5.607114000000002,0.825822,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4187.100000023837,16.69999998807907,4,Y,-0.07203841400000001,0.03907111699999997,-0.250222641,1.4143442272155329,1.9064138295152444,-1.292656046289489,-0.479005,0.867091,-0.1367760000000002,-15.473727,-11.278076999999994,21.036974000000004,0.853779,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4203.699999988074,16.599999964237213,4,Y,-0.072444756,0.03869979499999997,-0.24994033799999998,1.4048410940353693,1.9138965144711666,-1.288529195132673,-0.494951,0.856983,-0.1435410000000002,-24.810949,-24.334088999999995,12.204367000000005,0.910971,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4220.400000035757,16.700000047683716,4,Y,-0.072899879,0.03813299599999997,-0.249674393,1.394630084487267,1.9260038280582914,-1.2841373145429096,-0.511039,0.846254,-0.1506430000000002,-26.011568,-31.894677999999995,16.805965000000008,0.992032,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4236.9999999999945,16.599999964237213,4,Y,-0.073147339,0.03780648399999997,-0.249486847,1.3912390184177437,1.935318912465118,-1.2845854368199938,-0.518803,0.84115,-0.1526790000000002,-26.565413,-35.052161999999996,20.133841000000007,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4253.900000035758,16.900000035762787,4,Y,-0.07374420200000001,0.037232215999999964,-0.249047974,1.3902444846352553,1.9584030424244008,-1.2932693556538688,-0.533248,0.832208,-0.15191100000000018,-35.45874,-30.239129999999996,21.099514000000006,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4270.400000035757,16.5,4,Y,-0.07446095300000001,0.03677266699999997,-0.24863145399999997,1.3906796403235808,1.9817641754496484,-1.3039933092608,-0.548183,0.822829,-0.14982900000000018,-38.00655,-23.151511999999997,20.638786000000003,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4287.100000023836,16.69999998807907,4,Y,-0.075158333,0.03644563699999996,-0.248324677,1.3897829760216431,1.9994947551117885,-1.313237091446752,-0.564254,0.812112,-0.14863000000000018,-37.522011,-17.255595999999997,13.858789000000003,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4303.8000000119155,16.69999998807907,4,Y,-0.075711563,0.03633402599999997,-0.24818325800000002,1.3905242096724078,2.0131555067961178,-1.3231064875050231,-0.578387,0.802543,-0.14626400000000017,-29.755844,-3.8424159999999987,6.004359000000001,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4320.900000035757,17.100000023841858,4,Y,-0.076202255,0.03633086799999997,-0.24821481299999998,1.3928482733748675,2.027293098432553,-1.3336929428020095,-0.590932,0.793982,-0.14279800000000017,-25.247271,-0.07719800000000046,-2.072771,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4337.199999988074,16.299999952316284,4,Y,-0.076398399,0.036344096999999964,-0.24822985800000003,1.3945405167818785,2.0339219049031696,-1.3388230518337545,-0.596023,0.790527,-0.14079600000000017,-21.692539,1.4631989999999995,-1.6647120000000002,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4353.9999999999945,16.80000001192093,4,Y,-0.076703339,0.036416587999999965,-0.24825882,1.39732854505577,2.045153984206692,-1.3469939149944803,-0.604221,0.784859,-0.13753000000000018,-15.226724,3.130402,-0.9816900000000006,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4370.699999988074,16.69999998807907,4,Y,-0.076870308,0.03650443999999997,-0.24825654599999997,1.397926978245506,2.0527198533883224,-1.3509664562076455,-0.610005,0.780587,-0.13630000000000017,-7.356445,2.680574,0.8689909999999994,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4387.3000000119155,16.600000023841858,4,Y,-0.07691291800000001,0.036562667999999965,-0.248329407,1.3948651524429427,2.0556907831404745,-1.3492593756755826,-0.613598,0.77743,-0.13820300000000016,-2.553686,3.0322139999999984,-8.466589,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4404.100000023836,16.80000001192093,4,Y,-0.07684218599999999,0.03662965399999997,-0.248489609,1.3898471897954794,2.05437308137486,-1.3438524144390978,-0.614701,0.775883,-0.14194800000000016,5.843718,2.768618999999998,-9.573281,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4420.699999988074,16.599999964237213,4,Y,-0.07660998499999999,0.03670291099999996,-0.248561798,1.384197208734197,2.050251855857237,-1.3362061808571806,-0.613192,0.776221,-0.14654700000000018,14.347186,3.6351989999999996,-2.751898000000001,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4437.400000035757,16.700000047683716,4,Y,-0.076266617,0.036741466999999965,-0.248640076,1.3800326890917243,2.04435796783529,-1.3288289402200635,-0.609227,0.778611,-0.15035900000000016,21.930162,2.739343,-0.6650230000000006,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4454.100000023836,16.69999998807907,4,Y,-0.076079391,0.03677439099999997,-0.24866391,1.3794297189547253,2.041087848473418,-1.3264140761968717,-0.606461,0.780598,-0.15123100000000017,20.672123,3.6351039999999997,-2.6320170000000007,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4470.900000035757,16.80000001192093,4,Y,-0.075584053,0.03683074999999997,-0.248445221,1.378846786718931,2.0335456620268966,-1.3222329405715356,-0.600834,0.784693,-0.15249900000000016,27.906242,2.779095000000003,13.686479,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4487.600000023836,16.69999998807907,4,Y,-0.074933098,0.036987777999999964,-0.24793815600000002,1.3786937351700128,2.022618642619477,-1.3178167023364677,-0.594078,0.78961,-0.15358000000000016,37.453785,10.865793000000007,32.828224,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4504.199999988074,16.599999964237213,4,Y,-0.074139084,0.037161090999999966,-0.24716151400000003,1.3782315490724895,2.008949679895251,-1.3117580493219703,-0.585478,0.795704,-0.15514700000000017,45.22131,9.48412800000001,45.149715,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4520.900000035757,16.700000047683716,4,Y,-0.07327478800000001,0.03730256999999997,-0.24627217099999998,1.375450146720954,1.993543866281804,-1.3011030809358046,-0.574667,0.802822,-0.15885400000000016,48.573414,7.98141100000001,49.388302,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4537.600000023836,16.69999998807907,4,Y,-0.072439026,0.03738178999999997,-0.245700912,1.3696332215496942,1.9794752586355018,-1.2842942135805095,-0.561303,0.810921,-0.16536400000000018,46.072853,0.7826900000000062,28.180359,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4554.199999988074,16.599999964237213,4,Y,-0.07208397700000001,0.03736867499999997,-0.245591599,1.3682838864160651,1.9744636702351954,-1.2760344257825578,-0.552278,0.816624,-0.16767500000000019,39.102448,-1.4442879999999974,12.037897,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4571.100000023836,16.900000035762787,4,Y,-0.07167160800000001,0.037285048999999966,-0.24577221700000002,1.3662095772706901,1.9643866575732687,-1.256245472215283,-0.529656,0.830523,-0.1723250000000002,14.690515,-1.7780500000000046,-20.99725,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4587.699999988074,16.599999964237213,4,Y,-0.071779228,0.03732724399999997,-0.246458328,1.3482793128651585,1.9407827552508603,-1.206746348312368,-0.501184,0.844006,-0.1909680000000002,-12.965747,3.978839999999991,-40.913006,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4604.4999999999945,16.80000001192093,4,Y,-0.072264,0.037512744999999965,-0.247026794,1.3036066527331933,1.8964342473002707,-1.1053037220391926,-0.465262,0.853764,-0.2337050000000002,-33.460732,20.713839999999994,-34.404484000000004,0.990694,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4621.100000023836,16.600000023841858,4,Y,-0.07305332199999999,0.03814174699999997,-0.248209915,1.2425948463351475,1.845809512119193,-0.9595350996514386,-0.417878,0.8600109999999999,-0.29284800000000016,-48.434959,43.747554999999984,-64.58883700000001,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4637.8000000119155,16.69999998807907,4,Y,-0.075003105,0.03851631499999997,-0.25117569,1.1684749340660714,1.8383096370750551,-0.7919313420898455,-0.368749,0.8553099999999999,-0.3639620000000002,-125.040916,1.8316179999999587,-186.357773,0.822365,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4654.4999999999945,16.69999998807907,4,Y,-0.07664262399999999,0.037060538999999955,-0.254699036,1.0763980688190544,1.889255869874032,-0.6069969371128485,-0.312968,0.8360339999999999,-0.45066500000000015,-73.348839,-87.05875400000004,-211.40916399999998,0.796358,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4671.199999988074,16.69999998807907,4,Y,-0.077348206,0.03592122699999996,-0.257496338,1.0169501104966137,1.9399441000013424,-0.5093054009306878,-0.281817,0.8160349999999998,-0.5046440000000002,-78.677284,-127.04185500000007,-311.920502,0.65976,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4687.9999999999945,16.80000001192093,4,Y,-0.079281723,0.033516059999999966,-0.261261429,0.8961323585963626,2.0764220598738508,-0.31456679604565985,-0.199166,0.7652719999999998,-0.6121210000000002,-87.039948,-114.50804100000003,-118.42835199999998,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4704.699999988074,16.69999998807907,4,Y,-0.081260788,0.03233849699999996,-0.257827423,0.8216366644234121,2.2166543306308557,-0.16809625065368936,-0.114804,0.7274199999999998,-0.6765210000000002,-118.383965,-60.588157999999936,296.558868,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4721.3000000119155,16.600000023841858,4,Y,-0.08415315200000001,0.03276046399999997,-0.24831283600000004,0.8410752543857919,2.2886399724152624,-0.04510115540734462,-0.030074,0.7450229999999999,-0.6663600000000001,-179.775833,48.01927900000012,556.963684,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4737.9999999999945,16.69999998807907,4,Y,-0.089493118,0.03436568099999997,-0.23705458100000004,0.9218018946669773,2.298621555468301,0.04984520553161523,0.030137,0.7963299999999999,-0.6041110000000002,-340.055237,99.45751200000012,605.638489,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
​ ~0,0,4754.699999988074,16.69999998807907,4,Y,-0.097581116,0.03602867499999997,-0.22803625500000002,1.0226546357704145,2.3128334442037377,0.13255493435794508,0.069315,0.8514419999999999,-0.5198490000000002,-455.264252,95.6258090000001,479.212341,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0
